author	aid	normdate	birth	death	raw	hasbirth	hasdeath	hasdates	estimate	place-birth	place-death	country-birth	continent-birth	first-name	preposition-name	second-name	gender	viafid	vf_bi	vf_de	vf_bi_esti	vf_de_esti	birth_diff	death_diff	vf_cand_n	auname_viaf	redo	match_type	vf_validation
Aza, Vital	538n	19.5	1851	1912	Pola de Lena (Asturias). 1851 - Madrid. 1912 Médico, poeta, escritor y en colaboración de su gran amigo Miguel Ramos Carrión letrista de numerosas revistas, destacando su El Rey Que Rabió.	1	1	1	0	Pola de Lena (Asturias)	Madrid	España	Europa	Vital		Aza	M	74116537	1851	1912	False	False	0	0	8	Vital Aza, 1851 1912		exact	high
Bilac, Olavo	539n	19.5	1865	1918	Río de Janeiro (Brasil). 1865 - 1918 Médico, abogado y profesor de Literatura.	1	1	1	0	Río de Janeiro (Brasil)		Brasil	América	Olavo		Bilac	M	73898176	1865	1918	False	False	0	0	7	Olavo Bilac, 1865 1918		exact	high
Blest Gana, Guillermo	048n	19.5	1829	1905	Santiago de Chile (Chile). 1829 - 1905 Hermano del novelista argentino Alberto Blest Gana.	1	1	1	0	Santiago de Chile (Chile)		Chile	América	Guillermo		Blest Gana	M	87236258	1829		False	False	0		8	Guillermo Blest Gana, 1829 	1	exact	high
Bobadilla, Emilio	635n	19.5	1862	1921	Cárdenas (Cuba). 1862 - Biarritz. 1921 Poeta.	1	1	1	0	Cárdenas (Cuba)	Biarritz	Cuba	América	Emilio		Bobadilla	M	86959601	1862	1921	False	False	0	0	7	Emilio Bobadilla, 1862 1921		exact	high
Campillo, Narciso	642n	19.5	1835	1900	Sevilla. 1835 - Madrid. 1900 Catedrático de Instituto en Cádiz y Madrid. En la Cátedra de Retórica y Poética.	1	1	1	0	Sevilla	Madrid	España	Europa	Narciso		Campillo	M	26148017	1835	1900	False	False	0	0	10	Narciso Campillo y Correa		contained	high
Campoamor, Ramón de	159n	19.5	1817	1901	Navia (Asturias). 1817 - Madrid. 1901 Estudios en la Universidad de Santiago, a punto de entrar en la Compañía de Jesús, estudia Medicina en la Facultad de Madrid conoce a Espronceda. renuncia a la carrera y se dedica al estudio de las Ciencias Exactas, dejándolo todo para dedicarse a la Poesía. Siendo gobernador de Alicante, contrajo matrimonio con la dama irlandesa Gillermina O'Gorman. Sus invenciones en géneros poéticos fueron, las célebres Doloras, pequeños poemas y humoradas.	1	1	1	0	Navia (Asturias)	Madrid	España	Europa	Ramón	de	Campoamor	M	2542317	1817	1901	False	False	0	0	5	Ramon Campoamor, 1817 1901		exact	high
Caro, Miguel Antonio	448n	19.5	1843	1909	Colombia. 1843 - 1909 Hijo de José Eusebio Caro. Redactor de la famosa Gramática Latina. Y como su padre un gran sonetista. Presidente de la República. Presidente de la Academia de la Lengua.	1	1	1	0	Colombia		Colombia	América	Miguel Antonio		Caro	M	36929873	1843	1909	False	False	0	0	4	Miguel Antonio Caro, 1843 1909		exact	high
Cavestany, Juan Antonio	232n	19.5	1861	1902	Sevilla. 1861 - Madrid. 1924 Ilustre dramaturgo y poeta sevillano. En 1902 ingresó en la Real Academia Española.	1	1	1	0	Sevilla	Madrid	España	Europa	Juan Antonio		Cavestany	M	68762294	1861	1924	False	False	0	22	6	Juan Antonio Cavestany, 1861 1924		exact	high
Chavero, Alfredo	530n	19.5	1841	1906	México. 1841 - 1906 Poeta y autor dramático. Hallado en Internet.	1	1	1	0	México		México	América	Alfredo		Chavero	M	77623420	1841	1906	False	False	0	0	5	Alfredo Chavero, 1841 1906		exact	high
Contardo, Luis Felipe	228n	19.5	1880	1922	Chile. 1880 - 1922 Sacerdote. Poeta religioso.	1	1	1	0	Chile		Chile	América	Luis Felipe		Contardo	M	88626817	1880	1922	False	False	0	0	6	Luis Felipe Contardo, 1880 1922		exact	high
Curros Enríquez, Manuel	581n	19.5	1851	1908	Celanova (Orense). 1851 - La Habana (Cuba). 1908 Periodista y poeta.	1	1	1	0	Celanova (Orense)	La Habana (Cuba)	España	Europa	Manuel		Curros Enríquez	M	14812250	1851	1908	False	False	0	0	2	Manuel Curros Enriquez, 1851 1908		exact	high
Cuyas de la Vega, Arturo	243n	19.5	1845	1924	Barcelona. 1845 - Madrid. 1924 Poeta y filólogo.	1	1	1	0	Barcelona	Madrid	España	Europa	Arturo		Cuyas de la Vega	M	87756859	1845	1924	False	False	0	0	2	Arturo Cuyas la Vega 1845 1924		exact	high
Dacarrete, Ángel María	566n	19.5	1827	1904	España. 1827 - 1904 Poeta y autor dramático. Discípulo de Alberto Lista. En 1900 fue nombrado académico, pero falleció antes de tomar posesión del cargo. Desempeñó altos cargos en la Corte, donde murió.	1	1	1	0	España		España	Europa	Ángel María		Dacarrete	M	239501529	1827	1904	False	False	0	0	4	Angel Maria Dacarrete, 1827 1904		exact	high
Deligne, Gastón Fernando	375n	19.5	1861	1913	Puerto Rico (Santo Domingo). 1861 - San Pedro de Macorís. 1913 Poeta hallado en Internet.	1	1	1	0	Puerto Rico (Santo Domingo)		Puerto Rico	América	Gastón Fernando		Deligne	M	70078415	1861	1913	False	False	0	0	2	Gaston Fernando Deligne 1861 1913		exact	high
Dicenta, Joaquín	501n	19.5	1863	1917	Calatayud (Zaragoza). 1863- Alicante. 1917 Dramaturgo español. Teatro y zarzuelas.	1	1	1	0	Calatayud (Zaragoza)	Alicante	España	Europa	Joaquín		Dicenta	M	68949187	1863	1917	False	False	0	0	2	Joaquin Dicenta, 1863 1917		exact	high
Diego y Benítez, José de	028n	19.5	1866	1918	Aguadilla (Puerto Rico). 1866 - 1918 Abogado, Periodista y poeta. Hallado en Internet.	1	1	1	0	Aguadilla (Puerto Rico)		Puerto Rico	América	José	de	Diego y Benítez	M	32129256	1866	1918	False	False	0	0	1	Jose Diego y Benitez, 1866 1918	1	exact	high
Diego, José de	561n	19.5	1866	1918	Aguadilla (Puerto Rico). 1866 - 1918 Gran hispanófilo. Estudió en España. Fue presidente de la Cámara de Representantes de Puerto Rico y decidido propagandista de la independencia de su país.	1	1	1	0	Aguadilla (Puerto Rico)		Puerto Rico	América	José	de	Diego	M	32129256	1866	1918	False	False	0	0	7	Jose Diego, 1866 1918		exact	high
Echegaray, José	476n	19.5	1832	1904	Madrid. 1832 - Madrid. 1916 Dramaturgo español. Ministro de Fomento en dos ocasiones y de Hacienda en una. En el año 1904 fue distinguido con el Premio Nobel.	1	1	1	0	Madrid	Madrid	España	Europa	José		Echegaray	M	79077383	1832	1916	False	False	0	12	2	Jose Echegaray, 1832 1916		exact	high
Estrada, Ángel de	416n	19.5	1872	1923	Buenos Aires (Argentina). 1872 - 1923 Poeta.	1	1	1	0	Buenos Aires (Argentina)		Argentina	América	Ángel	de	Estrada	M	313410074	1872	1923	False	False	0	0	6	Angel Estrada, 1872 1923		exact	high
Fábrega, Demetrio	010n	19.5	1881	1932	Santiago de Veraguas (Bogotá, Colombia). 1881 - 1932  Farmacéutico y poeta hallado en Internet.	1	1	1	0	Santiago de Veraguas (Bogotá, Colombia)		Colombia	América	Demetrio		Fábrega	M	316145857066022921786	1881	1931	False	False	0	1	3	Demetrio Fabrega, 1881 1931	1	exact	high
Fernández Grilo, Antonio	503n	19.5	1845	1906	Córdoba. 1845 - Madrid. 1906 Redactor en Madrid del Contemporáneo, con Bécquer, Correa, Valera y Albareda. Distinguido por la familia real.	1	1	1	0	Córdoba	Madrid	España	Europa	Antonio		Fernández Grilo	M	212513518	1845	1906	False	False	0	0	6	Antonio Fernandez Grilo 1845 1906		exact	high
Fernández Shaw, Carlos	251n	19.5	1865	1911	Cádiz. 1865 - Madrid. 1911 Autor teatral y ateneísta. Traductor de los poetas franceses.	1	1	1	0	Cádiz	Madrid	España	Europa	Carlos		Fernández Shaw	M	51871040	1865	1911	False	False	0	0	5	Carlos Fernandez Shaw, 1865 1911		exact	high
Fernández, Cayetano	246n	19.5	1820	1901	Cádiz. 1820 - 1901	1	1	1	0	Cádiz		España	Europa	Cayetano		Fernández	M	296736769	1820	1901	False	False	0	0	10	Cayetano Fernandez, 1820 1901		exact	high
Ferrari, Emilio	327n	19.5	1853	1907	Valladolid. 1853 - Madrid. 1907 Poeta y autor dramático. Hizo Derecho, Filosofía y Letras.	1	1	1	0	Valladolid	Madrid	España	Europa	Emilio		Ferrari	M	45776501	1853	1907	False	False	0	0	10	Emilio Ferrari, 1853 1907		exact	high
Fortún, Fernando	484n	19.5	1890	1914	España. 1890 - 1914	1	1	1	0	España		España	Europa	Fernando		Fortún	M	63236865	1890	1914	False	False	0	0	5	Fernando Fortun 1890 1914		exact	high
Gabriel y Galán, José María	549n	19.5	1870	1905	Frades de la Sierra (Salamanca). 1870 - Guijo de Granadilla (Cáceres). 1905 Popular poeta español. Ejerció de Maestro Nacional en Grijuelo y Piedrahita.	1	1	1	0	Frades de la Sierra (Salamanca)	Guijo de Granadilla (Cáceres)	España	Europa	José María		Gabriel y Galán	M	32014917	1870	1905	False	False	0	0	4	Jose Maria Gabriel y Galan, 1870 1905		exact	high
Gagini, Carlos	235n	19.5	1865	1925	Costa Rica. 1865 - 1925 Poeta hallado en Internet.	1	1	1	0	Costa Rica		Costa Rica	América	Carlos		Gagini	M	2524283	1865	1925	False	False	0	0	5	Carlos Gagini, 1865 1925		exact	high
García Vela, José	427n	19.5	1885	1913	Asturias. 1885 - 1913 Influenciado por la poesía francesa, vio publicada su obra en 1909.	1	1	1	0	Asturias		España	Europa	José		García Vela	M	166482004	1885	1913	False	False	0	0	7	Jose Garcia Vela 1885 1913		exact	high
Giberga, Eliseo	350n	19.5	1854	1916	Matanzas (Cuba). 1854 - 1916 Poeta y político.	1	1	1	0	Matanzas (Cuba)		Cuba	América	Eliseo		Giberga	M	6082684	1854	1916	False	False	0	0	2	Eliseo Giberga, 1854 1916		exact	high
Guido y Spano, Carlos	568n	19.5	1827	1918	Buenos Aires (Argentina). 1827 - 1918 Poeta argentino muy comprometido políticamente con la época que le tocó vivir.	1	1	1	0	Buenos Aires (Argentina)		Argentina	América	Carlos		Guido y Spano	M	28390605	1827	1916	False	False	0	2	6	Carlos Guido y Spano, 1827 1916		exact	high
Hernández Miyares, Enrique	089n	19.5	1859	1914	Santiago de Cuba. 1859 - La Habana. 1914 Maestro Nacional.	1	1	1	0	Santiago de Cuba	La Habana	Cuba	América	Enrique		Hernández Miyares	M	116145857085322922275	1859	1914	False	False	0	0	2	Enrique Hernandez Miyares, 1859 1914	1	exact	high
Herrera y Reissig, Julio	363n	19.5	1875	1910	Montevideo (Uruguay). 1875 - 1910 Político uruguayo, ministro de Relaciones Exteriores. Miembro del Partido Colorado. Fue elegido Presidente de la República (1890-1894)	1	1	1	0	Montevideo (Uruguay)		Uruguay	América	Julio		Herrera y Reissig	M	49239772	1875	1910	False	False	0	0	1	Julio Herrera y Reissig, 1875 1910		exact	high
Herrera, Darío	609n	19.5	1870	1914	Panamá. 1870 - 1914 Poeta hallado en Internet.	1	1	1	0	Panamá		Panamá	América	Darío		Herrera	M	73982208	1870	1914	False	False	0	0	8	Dario Herrera, 1870 1914		exact	high
Icaza, Francisco de	9n	19.5	1863	1925	México. 1863 - Madrid. 1925 Crítico y poeta mexicano. Vivió durante algún tiempo en Madrid, desempeñando cargos en la embajada de su país. Colaboró en distintas revistas de la época.	1	1	1	0	México	Madrid	México	América	Francisco	de	Icaza	M	44385271	1863	1925	False	False	0	0	5	Francisco Icaza, 1863 1925	1	exact	high
Junqueiro, Abilio Guerra	422n	19.5	1850	1923	Freixo de Espada Cinta (Portugal). 1850 - Lisboa. 1923 Estudió Derecho. Desempeñó cargos oficiales para el gobierno portugués.	1	1	1	0	Espada Cinta (Portugal)	Lisboa	Portugal	Europa	Abilio Guerra		Junqueiro	M	22150838	1850	1923	False	False	0	0	2	Abilio Guerra Junqueiro, 1850 1923		exact	high
Jurado de la Parra, José	577n	19.5	1856	1915	Baeza (Jaén). 1856 - Madrid. 1915 Poeta y autor dramático.	1	1	1	0	Baeza (Jaén)	Madrid	España	Europa	José		Jurado de la Parra	M	9466377	1856		False	False	0		9	Jose Jurado la Parra 1856 		exact	high
Lamarque de Novoa, José	489n	19.5	1828	1904	Sevilla. 1828 - 1904 Propietario de la Alquería del Pilar en Dos Hermanas, donde murió. Poeta.	1	1	1	0	Sevilla		España	Europa	José		Lamarque de Novoa	M	38950759	1828	1904	False	False	0	0	6	Jose Lamarque Novoa 1828 1904		exact	high
Lillo, Eusebio	418n	19.5	1826	1910	Santiago (Chile). 1826 - 1910 Poeta. Funcionario y revolucionario. Emigró a Bolivia.	1	1	1	0	Santiago (Chile)		Chile	América	Eusebio		Lillo	M	34341743	1826	1910	False	False	0	0	6	Eusebio Lillo, 1826 1910		exact	high
Lumbreras, Francisco	671n	19.5	1825	1901	Galicia. 1825 - 1901 Poeta. Actor. Hizo el papel de don Luis Mejía en el estreno de la obra Don Juan Tenorio. Acabó sus días de conserje en una Sociedad Literaria.	1	1	1	0	Galicia		España	Europa	Francisco		Lumbreras	M	3146822436507382708	1825	1906	False	False	0	5	2	Francisco Lumbreras 1825 1906		exact	high
Martínez Barrionuevo, Manuel	355n	19.5	1857	1917	Málaga. 1857 - Madrid. 1917 Periodista, novelista y autor dramático. Vivió en Sevilla, Barcelona y Madrid.	1	1	1	0	Málaga	Madrid	España	Europa	Manuel		Martínez Barrionuevo	M	12046283	1857	1917	False	False	0	0	7	Manuel Martinez Barrionuevo, 1857 1917		exact	high
Menéndez Pelayo, Enrique	236n	19.5	1861	1921	Santander. 1861 - 1921 Hermano de Marcelino. Estrenó algunas obras dramáticas en Madrid. Poeta y novelista.	1	1	1	0	Santander		España	Europa	Enrique		Menéndez Pelayo	M	45715582	1861	1921	False	False	0	0	4	Enrique Menendez Pelayo, 1861 1921		exact	high
Menéndez Pelayo, Marcelino	405n	19.5	1856	1912	Santander. 1856 - 1912 Uno de los más prestigiosos eruditos españoles. Estudió Filosofía y Letras. Historiador. Bibliotecario y miembro de la Academia. Catedrático de Literatura de la Universidad de Madrid. Director de la Academia de la Historia.	1	1	1	0	Santander		España	Europa	Marcelino		Menéndez Pelayo	M	64018425	1856	1912	False	False	0	0	10	Marcelino Menendez Pelayo, 1856 1912		exact	high
Milanés, María Luisa	101n	19.5	1893	1919	Oriente (Cuba). 1893 - Bayamo. 1919	1	1	1	0	Oriente (Cuba)	Bayamo	Cuba	América	María Luisa		Milanés	F	31820095	1893	1919	False	False	0	0	1	Maria Luisa Milanes, 1893 1919		exact	high
Mitre, Bartolomé	020n	19.5	1821	1906	Buenos Aires (Argentina). 1821 - 1906 Llegó a ser Presidente de la República Argentina. Escritor. Periodista.	1	1	1	0	Buenos Aires (Argentina)		Argentina	América	Bartolomé		Mitre	M	71432318	1821	1906	False	False	0	0	4	Bartolome Mitre, 1821 1906	1	exact	high
Molina, Juan Ramón	214n	19.5	1875	1908	Comayagüela (Honduras). 1875 - San Salvador. 1908	1	1	1	0	Comayagüela (Honduras)	San Salvador	Honduras	América	Juan Ramón		Molina	M	42031399	1875	1908	False	False	0	0	3	Juan Ramon Molina, 1875 1908		exact	high
Monte, Ricardo del	647n	19.5	1828	1909	Matanzas (Cuba). 1828 - La Habana. 1909 Poeta, periodista, escritor y crítico.	1	1	1	0	Matanzas (Cuba)	La Habana	Cuba	América	Ricardo	del	Monte	M	89327899	1828	1909	True	False	0	0	3	Ricardo del Monte, 1828? 1909		exact	high
Montes de Oca y Obregón, Ignacio	586n	19.5	1840	1921	Guanajuato (México). 1840 - Nueva York. 1921 Obispo de Tamaulipas, Linares y San Luis de Potosí.	1	1	1	0	Guanajuato (México)	Nueva York	México	América	Ignacio		Montes de Oca y Obregón	M	54462279	1840	1921	False	False	0	0	5	Ignacio Montes Oca y Obregon, 1840 1921		exact	high
Morales, Tomás	633n	19.5	1885	1921	Moya (Gran Canaria). 1885 - Las Palmas. 1921	1	1	1	0	Moya (Gran Canaria)	Las Palmas	España	Europa	Tomás		Morales	M	62356317	1885	1921	False	False	0	0	7	Tomas Morales, 1885 1921		exact	high
Munizaga Ossandón, Julio	312n	19.5	1888	1924	Chile. 1888 - 1924 Poeta hallado en Internet. Publicó su único libro, Las Rutas Ilusorias, en 1914.	1	1	1	0	Chile		Chile	América	Julio		Munizaga Ossandón	M	18145857104022922447	1888	1924	False	False	0	0	2	Julio Munizaga Ossandon, 1888 1924		exact	high
Nervo, Amado	277n	19.5	1870	1919	México. 1870 - Montevideo (Uruguay). 1919 Después de vivir en París y recorrer Italia pasa a residir en Madrid. Carrera Diplomática	1	1	1	0	México	Montevideo (Uruguay)	México	América	Amado		Nervo	M	97487	1870	1919	False	False	0	0	1	Amado Nervo, 1870 1919		exact	high
Núñez de Arce, Gaspar	531n	19.5	1834	1903	Valladolid. 1834 - Madrid. 1903 Se dedicó al periodismo. Miembro de la Real Academia Española. Ministro de Ultramar.	1	1	1	0	Valladolid	Madrid	España	Europa	Gaspar		Núñez de Arce	M	32232312	1834	1903	False	False	0	0	1	Gaspar Nunez Arce, 1834 1903		exact	high
Othón, Manuel José	408n	19.5	1858	1906	San Luis de Potosí (México). 1858 - 1906 De profesión, abogado y juez. Político y dramaturgo.	1	1	1	0	México		México	América	Manuel José		Othón	M	51709430	1858	1906	False	False	0	0	2	Manuel Jose Othon, 1858 1906		exact	high
Pagaza, Joaquín Arcadio	288n	19.5	1839	1918	Valle de Bravo (Estado de México). 1839 - Jalapa México. 1918 Obispo de Veracruz hasta su muerte.	1	1	1	0	Valle de Bravo (Estado de México)		México	América	Joaquín Arcadio		Pagaza	M	49283950	1839	1918	False	False	0	0	7	Joaquin Arcadio Pagaza 1839 1918		exact	high
Palacio, Manuel del	034n	19.5	1831	1906	Lérida. 1831 - Madrid. 1906	1	1	1	0	Lérida	Madrid	España	Europa	Manuel	del	Palacio	M	2636638	1831	1906	False	False	0	0	10	Manuel del Palacio, 1831 1906	1	exact	high
Palau y Català, Melchor	314n	19.5	1843	1910	Cataluña. 1843 - 1910 Poeta hallado en Internet.	1	1	1	0	Cataluña		España	Europa	Melchor		Palau y Català	M	24444391	1843	1910	False	False	0	0	1	Melchor Palau y Catala, 1843 1910		exact	high
Palma, Ricardo	278n	19.5	1833	1919	Lima (Perú). 1833 - Miraflores. 1919 Director de la Biblioteca Nacional. Poeta y político.	1	1	1	0	Lima (Perú)	Miraflores	Perú	América	Ricardo		Palma	M	51754567	1833	1919	False	False	0	0	4	Ricardo Palma, 1833 1919		exact	high
Palomero, Antonio	109n	19.5	1869	1914	Madrid. 1869 - 1914 Periodista, poeta y autor dramático.	1	1	1	0	Madrid		España	Europa	Antonio		Palomero	M	26205086	1869	1914	False	False	0	0	8	Antonio Palomero Dechado		contained	high
Pane, Ignacio Alberto	591n	19.5	1880	1920	Paraguay. 1880 - 1920 Poeta hallado en Internet.	1	1	1	0	Paraguay		Paraguay	América	Ignacio Alberto		Pane	M	78686061	1880	1920	False	False	0	0	6	Ignacio Alberto Pane, 1880 1920		exact	high
Paso y Cano, Manuel	654n	19.5	1864	1901	Granada. 1864 - Madrid. 1901 Poeta, periodista y autor dramático. Hermano de Antonio.	1	1	1	0	Granada	Madrid	España	Europa	Manuel		Paso y Cano	M	18826404	1864	1901	False	False	0	0	1	Manuel Paso y Cano, 1864 1901		exact	high
Peña, Belisario	685n	19.5	1834	1906	Colombia. 1834 - 1906 Poeta hallado en Internet.	1	1	1	0	Colombia		Colombia	América	Belisario		Peña	M	33054996	1834	1906	False	False	0	0	10	Belisario Pena, 1834 1906		exact	high
Perera Álvarez, Guillermo	130n	19.5	1865	1926	La Laguna (Santa Cruz de Tenerife). 1865 - Madrid. 1926 Poeta, periodista y burócrata.	1	1	1	0	Tenerife		España	Europa	Guillermo		Perera Álvarez	M	87157764	1865	1926	False	False	0	0	1	Guillermo Perera Alvarez, 1865 1926		exact	high
Pérez y González, Felipe	143n	19.5	1854	1910	Sevilla. 1854 - Madrid. 1910 Escritor, periodista y letrista de zarzuelas. La más famosa La Gran Vía.	1	1	1	0	Sevilla	Madrid	España	Europa	Felipe		Pérez y González	M	10183771	1854	1910	False	False	0	0	5	Felipe Perez y Gonzalez, 1854 1910		exact	high
Pérez, Udon	064n	19.5	1871	1926	Venezuela. 1871 - 1926 Poeta hallado en Internet.	1	1	1	0	Venezuela		Venezuela	América	Udon		Pérez	M	87139737	1871	1926	False	False	0	0	4	Udon Perez, 1871 1926	1	exact	high
Peza, Juan de Dios	191n	19.5	1852	1910	México. 1852 - 1910	1	1	1	0	México		México	América	Juan de Dios		Peza	M	29553746	1852	1910	False	False	0	0	8	Juan Dios Peza, 1852 1910		exact	high
Pezoa Véliz, Carlos	322n	19.5	1879	1908	Santiago de Chile (Chile). 1879 - 1908	1	1	1	0	Santiago de Chile (Chile)		Chile	América	Carlos		Pezoa Véliz	M	19623090	1879	1908	False	False	0	0	7	Carlos Pezoa Veliz, 1879 1908		exact	high
Pombo, Rafael	212n	19.5	1833	1912	Bogotá (Colombia). 1833 - 1912 Coronado Poeta Nacional de Colombia.	1	1	1	0	Bogotá (Colombia)		Colombia	América	Rafael		Pombo	M	79400080	1833	1912	False	False	0	0	3	Rafael Pombo, 1833 1912		exact	high
Pompilio Llona, Numa	516n	19.5	1832	1911	Guayaquil (Ecuador). 1832 - 1911 Poeta.	1	1	1	0	Guayaquil (Ecuador)		Ecuador	América	Numa		Pompilio Llona	F	16507622	1832	1907	False	False	0	4	9	Numa Pompilio Llona, 1832 1907		exact	high
Quesada, Alonso	070n	19.5	1886	1925	Las Palmas de Gran Canaria. 1886 - Santa Brígida. 1925 Seudónimo de Rafael Romero. Uno de los grandes poetas de la lírica canaria.	1	1	1	0	Las Palmas de Gran Canaria	Santa Brígida	España	Europa	Alonso		Quesada	M	61540401	1886	1925	False	False	0	0	2	Alonso Quesada, 1886 1925	1	exact	high
Reina, Manuel	400n	19.5	1856	1906	Puente Genil (Córdoba). 1856 - 1906 Diputado a Cortes. Amigo de Núñez de Arce.	1	1	1	0	Puente Genil (Córdoba)		España	Europa	Manuel		Reina	M	60220398	1856	1905	False	False	0	1	9	Manuel Reina, 1856 1905		exact	high
Reyes, Arturo	245n	19.5	1864	1913	Málaga. 1864 - 1913 Nombrado novelista. Académico de la Española y de la Historia.	1	1	1	0	Málaga		España	Europa	Arturo		Reyes	M	12549311	1864	1913	False	False	0	0	10	Arturo Reyes, 1864 1913		exact	high
Rodao Hernández, José	571n	19.5	1865	1927	Cantalejo (Segovia). 1865 - Segovia. 1927 Periodista, autor dramático y poeta. Fue director de El Adelantado de Segovia.	1	1	1	0	Cantalejo (Segovia)	Segovia	España	Europa	José		Rodao Hernández	M	86536967	1865	1927	False	False	0	0	1	Jose Rodao Hernandez, 1865 1927		exact	high
Santos Chocano, José	592n	19.5	1875	1910	Perú. 1875 - 1910 Tuvo una vida y una muerte marcada por la violencia.	1	1	1	0	Perú		Perú	América	José		Santos Chocano	M	71504072	1875	1934	False	False	0	24	3	Jose Santos Chocano, 1875 1934		exact	high
Sierra, Justo	514n	19.5	1848	1912	Campeche (México). 1848 - 1912 Abogado y poeta.	1	1	1	0	Campeche (México)		México	América	Justo		Sierra	M	36989647	1848	1912	False	False	0	0	5	Justo Sierra, 1848 1912		exact	high
Taboada, Luis	551n	19.5	1848	1906	Vigo. 1848 - Madrid. 1906 Poeta y escritor satírico.	1	1	1	0	Vigo	Madrid	España	Europa	Luis		Taboada	M	74211463	1848	1906	False	False	0	0	9	Luis Taboada, 1848 1906		exact	high
Taborga, Benjamín	107n	19.5	1889	1918	Santander (España). 1889 - Buenos Aires. 1918 Muerto en plena juventud residía desde muy pequeño en Argentina.	1	1	1	0	Santander (España)	Buenos Aires	España	Europa	Benjamín		Taborga	M	43869087	1889	1918	False	False	0	0	2	Benjamin Taborga, 1889 1918		exact	high
Ugarte y Pages, Francisco Javier	342n	19.5	1852	1919	Barcelona. 1852 - Madrid. 1919 Político y periodista, en varias ocasiones ministro. De la Real Academia de la Lengua.	1	1	1	0	Barcelona	Madrid	España	Europa	Francisco Javier		Ugarte y Pages	M	56988763	1852	1919	False	False	0	0	1	Francisco Javier Ugarte y Pages, 1852 1919		exact	high
Valenzuela, Jesús E.	556n	19.5	1856	1912	Durango (México). 1856 - 1912 Poeta.	1	1	1	0	Durango (México)		México	América	Jesús E.		Valenzuela	M	54083138	1856	1911	False	False	0	1	5	Jesus E. Valenzuela 1856 1911		exact	high
Valera, Juan	641n	19.5	1824	1905	Cabra (Córdoba). 1824 - Madrid. 1905 Escritor. Hizo Derecho en Granada. Diplomático. Miembro de la Real Academia de la Lengua.	1	1	1	0	Cabra (Córdoba)	Madrid	España	Europa	Juan		Valera	M	46770556	1824	1905	False	False	0	0	2	Juan Valera, 1824 1905		exact	high
Vaz Ferreira, María Eugenia	437n	19.5	1875	1924	Uruguay. 1875 - 1924	1	1	1	0	Uruguay		Uruguay	América	María Eugenia		Vaz Ferreira	F	54160442	1875	1924	False	False	0	0	8	Maria Eugenia Vaz Ferreira, 1875 1924		exact	high
Verdaguer, Jacinto	431n	19.5	1845	1902	Folgarolas (Barcelona). 1845 - Vallvidrera (Barcelona). 1902 Poeta español en lengua catalana. Eclesiástico.	1	1	1	0	Folgarolas (Barcelona)	Vallvidrera (Barcelona)	España	Europa	Jacinto		Verdaguer	M	9841818	1845	1902	False	False	0	0	1	Jacinto Verdaguer, 1845 1902		exact	high
Viada y Lluch, Luis Carlos	294n	19.5	1863	XX	Barcelona. 1863 - Siglo XX Tipógrafo, periodista y colaborador del diccionario de la Real Academia de la Lengua.	1	0	0	0	Barcelona		España	Europa	Luis Carlos		Viada y Lluch	M	87057800	1863	1938	False	False	0	38	3	Luis Carlos Viada y Lluch, 1863 1938		exact	high
Xenes, Nieves	444n	19.5	1859	1915	Quivicán (La Habana, Cuba). 1859 - La Habana. 1915	1	1	1	0	Quivicán (La Habana, Cuba)		Cuba	América	Nieves		Xenes	M	53144084	1859	1915	False	False	0	0	2	Nieves Xenes, 1859 1915		exact	high
Zaldívar, Ignacio	648n	19.5	1873	1921	Santander. 1873 - 1921 Poeta y periodista.	1	1	1	0	Santander		España	Europa	Ignacio		Zaldívar	M	2038854	1873	1921	False	False	0	0	4	Ignacio Zaldivar 1873 1921		exact	high
Zapata, Marcos	643n	19.5	1845	1913	Zaragoza. 1845 - Madrid. 1913 Poeta español. Autor de un volumen de poesías prologado por Santiago Ramón y Cajal. Escritor de zarzuelas y autor dramático.	1	1	1	0	Zaragoza	Madrid	España	Europa	Marcos		Zapata	M	30877402	1845	1913	False	False	0	0	10	Marcos Zapata 1845 1913		exact	high
Mejía, Epifanio	217n	19	1839	1870	Yarumal (Colombia). 1839 - Medellín (Colombia). 1913 Poeta. Perdió la razón en 1870.	1	1	1	0	Yarumal (Colombia)	Medellín (Colombia)	Colombia	América	Epifanio		Mejía	M	70558709	1838	1913	False	False	1	43	5	Epifanio Mejia, 1838 1913		exact	high
Salaverry, Carlos Augusto	544n	19	1831	1890	Perú. 1831 - 1890 El más notable de los poetas románticos de su generación. En 1871 fue diplomático en Francia.	1	1	1	0	Perú		Perú	América	Carlos Augusto		Salaverry	M	87182680	1830	1891	False	False	1	1	7	Carlos Augusto Salaverry 1830 1891		exact	high
Santos Álvarez, Miguel de los	200n	19	1817	1892	Valladolid. 1817 - 1892 Poeta. Amigo y compañero de Espronceda.	1	1	1	0	Valladolid		España	Europa	Miguel de los		Santos Álvarez	M	30821830	1818	1892	False	False	1	0	10	Miguel los Santos Alvarez, 1818 1892		exact	high
Suárez Bravo, Ceferino	333n	19	1824	0	Oviedo. 1824 Poeta hallado en Internet.	1	1	1	0	Oviedo		España	Europa	Ceferino		Suárez Bravo	M	12041735	1825	1896	False	False	1	1996	9	Ceferino Suarez Bravo 1825 1896		exact	high
