poem_id	author_id	author	incipit	title
592n_0220	592n	Santos Chocano, José	Y bien: todo ese tiempo de vidas amorosas	IV
592n_0221	592n	Santos Chocano, José	Tengo una Virgen modelada en cera,	Inmaculada
592n_0222_01	592n	Santos Chocano, José	La tarde se pasea como convaleciente	Tarde antillana – La tarde se pasea como convaleciente...
592n_0222_02	592n	Santos Chocano, José	Renunciamiento. Anchura para nuestras miradas	Tarde antillana – Renunciamiento. Anchura para nuestras miradas...
592n_0222_03	592n	Santos Chocano, José	¡Llena eres de gracia, madre Naturaleza!	Tarde antillana – ¡Llena eres de gracia, madre Naturaleza!...
592n_0222_04	592n	Santos Chocano, José	El acordeón rústico envuelve en un son lento	Tarde antillana – El acordeón rústico envuelve en un son lento...
592n_0223	592n	Santos Chocano, José	¡Qué impresión de alegría da esta casa, a manera	El bohío
592n_0224	592n	Santos Chocano, José	Vi yo que sobre el pecho tenías una rosa;	El madrigal de las rosas
592n_0225	592n	Santos Chocano, José	Guardados en un libro -que narra los tormentos	Pétalos sueltos
592n_0226	592n	Santos Chocano, José	Diálogo de una hora Somero que he vivido	Flor de una hora
592n_0227	592n	Santos Chocano, José	No me ames como a un hombre que penetra en tu vida,	Oblación
592n_0228	592n	Santos Chocano, José	Don Miguel de Cervantes me prestará su pluma,	La gloria del proceso
592n_0229	592n	Santos Chocano, José	Nunca supe que vieja caravana	Canto al río Magdalena
592n_0230	592n	Santos Chocano, José	Hablaba de la muerte y la sentía	Ahora es dolor
592n_0231	592n	Santos Chocano, José	Poeta: ¡sacrifícate al Derecho!	HEROÍSMO
592n_0232	592n	Santos Chocano, José	¿A qué matarme? Quedará pendiente	GRITO DE JOB
592n_0233	592n	Santos Chocano, José	Sin poderlo evitar, tal vez me quieres;	AMOR MUERTO
592n_0234	592n	Santos Chocano, José	Cuando en las viejas ruinas del Oriente	ARQUEOLOGÍA
592n_0235	592n	Santos Chocano, José	¿De dónde aquella de abultado seno,	PRAXITÉLICA
592n_0236	592n	Santos Chocano, José	Dame el buril con que grabar solía	COPA DE ORO
592n_0237	592n	Santos Chocano, José	Tú sabes que tu afán es prematuro;	¡SILENCIO!
592n_0238_01	592n	Santos Chocano, José	El genio no es la nube, que de rayos preñada,	EL ALMA INMÓVIL – I
592n_0238_02	592n	Santos Chocano, José	Homero está tranquilo: sus épicas canciones	EL ALMA INMÓVIL – II
592n_0239_01	592n	Santos Chocano, José	Si vivir es luchar, —cuando la pluma	EN LA BRECHA – I
592n_0239_02	592n	Santos Chocano, José	Hoy ¡oh mundo brutal! mi alma te mira	EN LA BRECHA – II
592n_0240_01	592n	Santos Chocano, José	Sombra profunda. El salmo de mi vida	EN LA MAZMORRA – II
592n_0240_02	592n	Santos Chocano, José	Entre la lobreguez de mi destino,	EN LA MAZMORRA – IV
592n_0240_03	592n	Santos Chocano, José	Si falta libertad, sobra la vida...	EN LA MAZMORRA – VII
592n_0240_04	592n	Santos Chocano, José	Mientras haya en la cúspide un tirano,	EN LA MAZMORRA – X
592n_0241	592n	Santos Chocano, José	Tintas de conchaperla desde el cielo	MARINA
592n_0242	592n	Santos Chocano, José	Encima de una tumba, con exceso,	CUADRO VIVO
592n_0243	592n	Santos Chocano, José	Es la quebrada una insolente brecha	LA QUEBRADA
592n_0244	592n	Santos Chocano, José	Centinela avanzado que se empina,	EL MORRO
592n_0245	592n	Santos Chocano, José	Inflámase la isla, allá, a lo lejos,	LA ISLA
592n_0246	592n	Santos Chocano, José	Filósofo es el mar: se alza y se llena;	PLAYERA
592n_0247	592n	Santos Chocano, José	El despeinado copo juguetea	LA LAGUNA
592n_0248	592n	Santos Chocano, José	Echado está a mis pies: hunde dormido	EL GALGO
592n_0249	592n	Santos Chocano, José	El golpe de la hoz sobre la espiga	LA ESPIGA
592n_0250	592n	Santos Chocano, José	Dejad que goce en amistoso trato	EL ARADO
592n_0251	592n	Santos Chocano, José	Simbólico festín. Amplia y espesa	EL POEMA DE LAS FRUTAS
592n_0252	592n	Santos Chocano, José	Bajo la yerba se desliza y salta,	LA CULEBRA
592n_0253	592n	Santos Chocano, José	Piedra con vida, que al saltar sin tino	EL SAPO
592n_0254	592n	Santos Chocano, José	Hoy se celebra la triunfal entrada	PROCESIÓN DE RAMOS
592n_0255	592n	Santos Chocano, José	El buey, que de paciencia se reviste,	EL BUEY
592n_0256	592n	Santos Chocano, José	El dómine paciente y circunflejo,	EL MAESTRO DE ESCUELA
592n_0257	592n	Santos Chocano, José	Allá se ven de la vecina aldea	LOS MOLINOS
592n_0258	592n	Santos Chocano, José	Mil lámparas alumbran la agonía	EL MONUMENTO
592n_0259	592n	Santos Chocano, José	Hasta el árbol tronchado en el camino,	ÁRBOLES VIEJOS
592n_0260	592n	Santos Chocano, José	La aldea ayer no más entristecida	¡GLORIA!
592n_0261	592n	Santos Chocano, José	¡Entrad!—me dijo el estirado paje;	EN EL SALÓN
592n_0262	592n	Santos Chocano, José	Olor de nido. Sonrosada lumbre,	EN LA ALCOBA
592n_0263	592n	Santos Chocano, José	Mágico hervor, que se dilata en torno,	EN EL COMEDOR
592n_0264	592n	Santos Chocano, José	Al otro lado del cequión, vecinas	HÉROES OCULTOS
592n_0265	592n	Santos Chocano, José	Como en la misma iglesia vive el cura,	PROBLEMA
592n_0266	592n	Santos Chocano, José	Las campanas anuncian la fiesta;	CUASIMODO
592n_0267	592n	Santos Chocano, José	Joven asno, que trotas y te alejas	A UN ASNO
592n_0268	592n	Santos Chocano, José	No es el corcel, que en el feral combate	EL CABALLO AGRICULTOR
592n_0269	592n	Santos Chocano, José	El pilluelo del campo es el pilluelo	EL PILLUELO
592n_0270	592n	Santos Chocano, José	El viejo militar endurecido	EL PESCADOR
592n_0271	592n	Santos Chocano, José	Una perpetua lágrima de plata	EL ARROYO
592n_0272	592n	Santos Chocano, José	Soberbio mar. Una irritada ola	ACUARELA
592n_0273	592n	Santos Chocano, José	¿No deseas, amada, a las sencillas	LA CARRETERA
592n_0274	592n	Santos Chocano, José	En la playa do se rompen los oleajes iracundos,	ULTRATUMBA
592n_0275	592n	Santos Chocano, José	Como desborde que febril avanza	LA TEMPORADA
592n_0276	592n	Santos Chocano, José	¡Oh víctima triste de estúpida guerra, que yaces dormida!	RESURRECCIÓN
592n_0277	592n	Santos Chocano, José	Suspirando en las cuerdas de mi lira,	EL SUSPIRO
592n_0278	592n	Santos Chocano, José	Como el que lucha hasta el postrer instante	EL REGRESO
592n_0279_01	592n	Santos Chocano, José	¡Oh, selva virginal! El arte es huella	LA VOZ DE LA SELVA – I
592n_0279_02	592n	Santos Chocano, José	Hay en mi selva venenosas flores,	LA VOZ DE LA SELVA – II
592n_0279_03	592n	Santos Chocano, José	Siempre que el sol se rinde en su carrera,	LA VOZ DE LA SELVA – III
592n_0280	592n	Santos Chocano, José	Si el espacio se encuentra oscuro y frío	OJOS AZULES
592n_0281	592n	Santos Chocano, José	A veces, cuando pienso que no es nada	PESIMISMO
592n_0282	592n	Santos Chocano, José	Ya sin odio ni amor, la fe perdida,	DESPRECIO
592n_0283	592n	Santos Chocano, José	Tu alma no está, como tu cuerpo, inerte.	PARA UN DESDÉN FINGIDO
592n_0284	592n	Santos Chocano, José	Eres fría; y así como los yesos	PUNTO FINAL
592n_0285	592n	Santos Chocano, José	El bardo melenudo y decadente	DECLAMATORIA
592n_0286	592n	Santos Chocano, José	Indolente y gentil como Afrodita	EN EL DIVÁN
592n_0287	592n	Santos Chocano, José	Eres fría. A tus labios no se asoma	ESTATUA DE SAL
592n_0288_01	592n	Santos Chocano, José	Estaba ansioso de luchar. No en vano	RESURREXIT – I
592n_0288_02	592n	Santos Chocano, José	Soñé que estaba muerto, Años hacía,	RESURREXIT – II
592n_0289	592n	Santos Chocano, José	El desdén de los dioses no hace galas	¡QUÉ IMPORTA!
592n_0290	592n	Santos Chocano, José	¿Quiénes son, dónde están los que han querido	PROTESTA
592n_0291	592n	Santos Chocano, José	Hoy te censuran con brutal crudeza	VÍCTIMA
592n_0292	592n	Santos Chocano, José	Adórente los ciegos de la idea;	CONTRA NATURA
592n_0293_01	592n	Santos Chocano, José	Y habló el Pegaso, y dijo: —Yo no daré mis crines	EL PEGASO ANTE EL POETA – I
592n_0293_02	592n	Santos Chocano, José	Y habló el poeta, y dijo: —Conozco tus vigores,	EL PEGASO ANTE EL POETA – II
592n_0294	592n	Santos Chocano, José	Para beber inspiración, me afano	LAS DOS ESCANCIADORAS
592n_0295	592n	Santos Chocano, José	No es demás que el volcán proteste, y brame,	¡NO ES DEMÁS!
592n_0296	592n	Santos Chocano, José	Tu cabeza imperial ciñe una aureola	BUSTO DE DAMA
592n_0297	592n	Santos Chocano, José	En el mármol que el Arte ha cincelado	BAJO RELIEVE DE HÉROE
592n_0298	592n	Santos Chocano, José	Bandada de gorriones sueña en vano	ÁGUILAS Y GORRIONES
592n_0299	592n	Santos Chocano, José	¿Por qué sufres, si es bello cuanto miras:	LA DOLIENTE BELLEZA
593n_2244	593n	Lasso de la Vega, Francisco de Padua	¡Noche de azul y nácar, noche fría!	La castellana
594n_2245	594n	Palacio, Eduardo S. del	Acaso la forjó mi fantasía,	La mujer ideal
595n_2246	595n	Otero y Castroverde, Rafael	¿Conoces tú la tierra bienhechora	Mi tierra
596n_2247	596n	Torre, Juan A. de	No, no maldigas tu infelice suerte	Suum cuique
597n_2248	597n	Álvarez Sánchez-Surga, Rafael	Su corazón enardecido late	Paz y guerra
598n_2249	598n	Báez, Paulino G.	Medio día. Apenas atravieso	Tedio
598n_2250	598n	Báez, Paulino G.	Se iluminan las fuentes y croan las ranas	Chromos
598n_2251	598n	Báez, Paulino G.	Rubén Darío: dicen que fuiste de los astros	Rubén Darío
599n_2252	599n	Simón, Francisco	¡Venid, quijotes, del Progreso afines;	¡Venid, quijotes...!
600n_2253	600n	Villar y Macías, Manuel	Morir ¡ay Dios! cuando en el noble foro	Soneto
601n_2254	601n	Gautier Benítez, José	Soñé que la mujer a quien adoro	Un sueño
602n_2255	602n	Álvarez, José Manuel	Con el pesado fardo de las supersticiones,	La beata
603n_2256	603n	Alonso, Juan Bautista	Mi humilde ruego despreciaste esquiva,	La constancia
604n_2257	604n	Hine, Luis	Reclinar mi cabeza en tu regazo	Ensueño
604n_2258	604n	Hine, Luis	Dicen que fuiste mala, dicen que fuiste impía,	Salomé
604n_2259	604n	Hine, Luis	El mar es un gigante que solloza	En la playa
604n_2260	604n	Hine, Luis	Quiero otra vez atravesar el río	Tristeza de indio
605n_2261	605n	Zaldumbide Gangotena, Julio	En tempestad sin tregua de bonanza	En tempestad sin tregua de bonanza
605n_2262	605n	Zaldumbide Gangotena, Julio	Cuando yo considero que en la vida	El llanto
605n_2263	605n	Zaldumbide Gangotena, Julio	Prole gentil del céfiro y la aurora,	A las flores
606n_2264	606n	González del Valle, E. M.	¡Siempre lejos de ti! Siempre, bien mío,	Soneto
607n_2265	607n	Campo, Estanislao del	Era de noche Cándidas, flotantes,	La cita
608n_2266	608n	Céspedes, Darío	Cayó el atleta, el numen castellano,	Ayala
609n_2267	609n	Herrera, Darío	La tarde se adormece en la llanura	Campestre
610n_2268_01	610n	Muñoz, Leonor	Por la empinada cuesta del camino,	La Fe – I
610n_2268_02	610n	Muñoz, Leonor	La escena cambia; una mezquina pieza;	La Fe – II
610n_2268_03	610n	Muñoz, Leonor	¿Qué es la Fe? Esa fuerza misteriosa	La Fe – III
611n_2269	611n	Arango y Escando, Alejandro	Risueña, ufana, sobre el césped blanco,	Rosaura
612n_2270	612n	Suárez Gómez, Antonio	Amelia es toda ensueño; toda romanticismo	Amelia
612n_2271	612n	Suárez Gómez, Antonio	Es soberbia Es altiva Perversamente bella	Julia
612n_2272	612n	Suárez Gómez, Antonio	Es pequeñita, pero todo en ella es grandeza:	Otilia
612n_2273	612n	Suárez Gómez, Antonio	Es la mujer más blanca de cuantas he admirado	Bofia
612n_2274	612n	Suárez Gómez, Antonio	Atesora el encanto de la hembra bravía	Teresa
612n_2275	612n	Suárez Gómez, Antonio	Forjé para vosotras, Sacerdotisas buenas	Envió
613n_2276	613n	Poo, José de	La gota de rocío cristalina	Soneto
614n_2277	614n	Cortines Murube, Felipe	Partido el corazón, ciego, expirante,	La muerte
615n_2278	615n	Ríos y Serrano, Demetrio de los	De dos Herreras el pincel valiente	Los Herreras
616n_2279	616n	Lasso de la Vega Fiscowich, Ángel	El genio con aliento soberano,	A Peral
616n_2280	616n	Lasso de la Vega Fiscowich, Ángel	De nuevo amor, bajo sus negras cejas,	El amor tardío
617n_2281	617n	Peoli, Gonzalo	Brilla fúlgido el sol: la brisa errante	A Celia el día de su partida
617n_2282	617n	Peoli, Gonzalo	En un lecho de púrpura y de grana	La mañana
617n_2283	617n	Peoli, Gonzalo	¡Cuán solitario y lleno de amargura	A Celia en su ausencia
617n_2284	617n	Peoli, Gonzalo	Cuando entre nubes de carmín y rosa	La tarde
617n_2285	617n	Peoli, Gonzalo	Ora asome la espléndida lumbrera	El bien perdido
618n_2286	618n	Pelayo, Félix M.	Sollozan los violines el lirismo	Los violines
619n_2287	619n	Barral, Juan Antonio	«Tú niegas que el soneto fácil es,	A don Mariano de Casos
619n_2288	619n	Barral, Juan Antonio	¿La ración cotidiana del soneto	Soneto
620n_2289	620n	Bermejo, Enrique	Generoso en la copa, ruin en todo;	El borracho
620n_2290	620n	Bermejo, Enrique	Nuestra senda regada está de llanto,	Desencanto
621n_2291	621n	Peris y Pascual, José	Hoy, que Virtud y Fe desprecia el mundo,	Nuestro deber
621n_2292	621n	Peris y Pascual, José	Al cielo, oh mar, airado te levantas,	Al mar
621n_2293	621n	Peris y Pascual, José	«Sueño es la vida y vanidad el mundo:	A Calderón de la Barca
621n_2294	621n	Peris y Pascual, José	Señora, cuando el sol de primavera	Valencia a la Virgen
621n_2295	621n	Peris y Pascual, José	Fue de ciencia y virtud alto portento,	A Santa Teresa de Jesús
621n_2296	621n	Peris y Pascual, José	Huyó del cieno de la tierra impura,	Al Beato Gaspar de Bono
621n_2297	621n	Peris y Pascual, José	De ti, oh Gaspar, la muerte no ha triunfado:	Ante el sepulcro del mismo
621n_2298	621n	Peris y Pascual, José	Tú, que de gloria y majestad vestido,	La Eucaristía
621n_2299	621n	Peris y Pascual, José	¿Y desciendes, Señor, de tu morada,	El pan del cielo
622n_2300	622n	Vidaurreta, Antonio	Entre follajes de verdor lozano	Al Hanabanilla
623n_2301	623n	Oña, Inocencio de	¿Amarla? No, que del amor cansado	El ideal
624n_2302	624n	Plaza, Antonio	Si de la clara aurora diamantina	¡Siempre solo!
624n_2303	624n	Plaza, Antonio	Nadaba entre la nada Sin empeño	Nada
624n_2304	624n	Plaza, Antonio	Nuestra senda regada está de llanto,	Desencanto
624n_2305	624n	Plaza, Antonio	Generoso en la copa, ruin en todo;	El borracho
625n_2306	625n	Ossa, Jerónimo	De una colina en la gentil ladera,	La fuente del paraíso
626n_2307	626n	Bisso de Zulueta, Juan	Hay una edad feliz y bendecida	Soneto
627n_2308	627n	Alba, Armando J.	¡Todo lo soy! Cuando mi luz se mira	La poesía
628n_2309	628n	Florán, Juan	Pura y undosa fuente, que serena	Soneto
629n_2310	629n	Maristany, Fernando	Los ojos de mi amada hablan de amor	Los ojos de mi amada...
629n_2311	629n	Maristany, Fernando	Del mar vi el sol surgir, por tan divina	Mateo María Boiardo
629n_2312	629n	Maristany, Fernando	Alabe otro la faz o los cabellos	Soneto
629n_2313	629n	Maristany, Fernando	¡Cuán bella sois, señora! Lo sois tanto,	Soneto
629n_2314	629n	Maristany, Fernando	Horas breves de mi contentamiento,	Diego Bernardes
629n_2315	629n	Maristany, Fernando	Aquella suave y dulce madrugada	Aquella suave y dulce...
629n_2316	629n	Maristany, Fernando	Un mover de ojos tímido y piadoso	Un mover de ojos...
629n_2317	629n	Maristany, Fernando	Yerros, culpa, fortuna, amor ardiente;	Yerros, culpa, fortuna...
629n_2318	629n	Maristany, Fernando	Aquel radiante sol que me mostraba	Soneto a la muerte de su esposa
629n_2319	629n	Maristany, Fernando	Pues que ella es todo invierno y aun en el mismo hielo,	Sonetos
629n_2320	629n	Maristany, Fernando	Cuando al correr los años, ya vieja y achacosa,	II
629n_2321	629n	Maristany, Fernando	¡Ah!, os lo ruego, ojos míos, quered serme corteses;	Remy Belleau
629n_2322	629n	Maristany, Fernando	¡Grato viento de aliento perfumado	Jean Vauquelin de la Fresnaye
629n_2323	629n	Maristany, Fernando	Esta fuente es helada Su dulce agua corriente	Philippe Desportes
629n_2324	629n	Maristany, Fernando	En mi alma y en mi vida escóndese un secreto:	Félix Arvers
629n_2325	629n	Maristany, Fernando	Cuando a veces me inquieta poder dejar de ser	John Keats
629n_2326	629n	Maristany, Fernando	Cuando nuestras dos almas cara a cara	Elisabeth Barrett-Browning
629n_2327	629n	Maristany, Fernando	Fuéseme poco a poco amorteciendo	Soneto
630n_2328	630n	Requena Díaz, Fermín	¡Paso! dice su voz fuerte y vibrante,	Progreso
631n_2329	631n	Ruiz, Aureliano	En la copa de un árbol, cierto día,	Soneto
632n_2330	632n	Jackson Veyan, José	Muere el ave gentil de raudo vuelo	¡Todo muere!
633n_2331_01	633n	Morales, Tomás	Puerto de Gran Canaria sobre el sonoro Atlántico,	Poemas del mar – I
633n_2331_02	633n	Morales, Tomás	La taberna del muelle tiene mis atracciones	Poemas del mar – II
633n_2331_03	633n	Morales, Tomás	Y volvieron de nuevo las febricientes horas;	Poemas del mar – III
633n_2331_04	633n	Morales, Tomás	Llegaron invadiendo las horas vespertinas;	Poemas del mar – IV
633n_2331_05	633n	Morales, Tomás	Esta vieja fragata tiene sobre el sollado	Poemas del mar – V
633n_2331_06	633n	Morales, Tomás	Yo fui el bravo piloto de mi bajel de ensueño,	Poemas del mar – Final
633n_2332	633n	Morales, Tomás	Marinos de los fiordos, de enigmático porte,	Marinos de los fiordos
633n_2333	633n	Morales, Tomás	Vamos llegando en medio de un poniente dorado;	Vamos llegando en medio...
633n_2334	633n	Morales, Tomás	Puerto desconocido, desde donde partimos	Puerto desconocido...
633n_2335_01	633n	Morales, Tomás	Esta noche, la lluvia, pertinaz ha caído,	Poemas del mar – I
633n_2335_02	633n	Morales, Tomás	Es todo un viejo lobo; con sus grises pupilas,	Poemas del mar – II
633n_2335_03	633n	Morales, Tomás	Navegamos rodeados de una intensa niebla;	Poemas del mar – III
634n_2336	634n	Pesado, José Joaquín	«Esta hora de tu vida es la postrera »,	Fin del impío
634n_2337	634n	Pesado, José Joaquín	Tibia en invierno, en el verano fría,	El molino y llano de escamela
634n_2338	634n	Pesado, José Joaquín	Sonora, limpia, transparente, ondosa,	La fuente de Ojozarco
634n_2339	634n	Pesado, José Joaquín	Tú, cuyas aguas bajan sonorosas	A un río
634n_2340_01	634n	Pesado, José Joaquín	Desciende de la excelsa cordillera	Sitios y escenas de Orizaba y Córdoba – Las cumbres de Aculcingo
634n_2340_02	634n	Pesado, José Joaquín	Crecida, hinchada, turbia, la corriente	Sitios y escenas de Orizaba y Córdoba – La cascada de Barrio Nuevo
634n_2340_03	634n	Pesado, José Joaquín	Del Orizaba fértil a la espalda,	Sitios y escenas de Orizaba y Córdoba – El camino de Orizaba a Córdoba
634n_2340_04	634n	Pesado, José Joaquín	Sobre el coro de estrellas que fulgura	Sitios y escenas de Orizaba y Córdoba – El viento sur
634n_2340_05	634n	Pesado, José Joaquín	El retirado Bóreas que en los Triones	Sitios y escenas de Orizaba y Córdoba – El viento norte
634n_2340_06	634n	Pesado, José Joaquín	El carro del Señor, arrebatado	Sitios y escenas de Orizaba y Córdoba – Una tempestad, de noche, en Orizaba
635n_2341	635n	Bobadilla, Emilio	Barquera, ven: la noche está serena	La piragua
635n_2342	635n	Bobadilla, Emilio	Nieves, lluvias, heladas, ventoleras	Primavera
636n_2343	636n	Vallejo, Juan	Una canal sobre una cobertera	Obsequio
636n_2344	636n	Vallejo, Juan	Reza cuando lo miran a destajo	El mestizo
637n_2345	637n	Mendoza, Carlos	El mes de los amores de los gatos;	Enero
637n_2346	637n	Mendoza, Carlos	Mes con careta, tornadizo y loco,	Febrero
637n_2347	637n	Mendoza, Carlos	Mes de transición, mes pastelero;	Marzo
637n_2348	637n	Mendoza, Carlos	Terrible mes que deja en desamparo	Abril
637n_2349	637n	Mendoza, Carlos	Funesta fecha, espanto del gandul	Mayo
637n_2350	637n	Mendoza, Carlos	Mes que espera gozoso el prestamista	Junio
637n_2351	637n	Mendoza, Carlos	Valles, montes y pueblos son estufas;	Julio
637n_2352	637n	Mendoza, Carlos	Mes de pereza, mes de insolaciones:	Agosto
637n_2353	637n	Mendoza, Carlos	Mereciera este mes ¡voto al dimoño!	Septiembre
637n_2354	637n	Mendoza, Carlos	Comienzan en las clases las lecciones:	Octubre
637n_2355	637n	Mendoza, Carlos	Conmemórase ahora los difuntos,	Noviembre
637n_2356	637n	Mendoza, Carlos	Es un mes del que hay mucho que decir,	Diciembre
638n_2357	638n	Afán de Ribera, Antonio	Fue novio Juan de la sin par María,	Soneto
639n_2358	639n	Riera, Mariano	Hispano ruiseñor de gran terneza;	Zorrilla
640n_2359	640n	Asensio Mas, Ramón	¡No puedo más! Cuando mi carne abrasa,	Desencanto
641n_2360	641n	Valera, Juan	Del tierno pecho aquel amor nacido,	Amor
641n_2361	641n	Valera, Juan	Cual la perla que vierte la mañana	Soneto
641n_2362	641n	Valera, Juan	Es mi anhelo vivir siempre contigo,	A Rojana
641n_2363	641n	Valera, Juan	Cuando robó Plutón, enamorado,	Soneto
641n_2364	641n	Valera, Juan	Cuando los años con veloz carrera	Imitación de Lamartine
642n_2365	642n	Campillo, Narciso	Ya la cicuta que su sangre hiela	Sócrates
642n_2366	642n	Campillo, Narciso	Por más que se levanta el pensamiento	A la Eucaristía
643n_2367	643n	Zapata, Marcos	¡No desmayes jamás ante una guerra	Ladrar a la luna
643n_2368	643n	Zapata, Marcos	Brota sin luz de la profunda mina	A Julián Romea en «El hombre de mundo»
643n_2369	643n	Zapata, Marcos	Como busca el piloto diestramente,	Tierra firme
643n_2370	643n	Zapata, Marcos	¡Oh, adorable gorrión! ¡Oh compañero	Gente de pluma
643n_2371	643n	Zapata, Marcos	No ceso de admirar esta pintura	El sentimiento en el arte
643n_2372	643n	Zapata, Marcos	¡Pasó ya mucho tiempo! ¿Quién lo ignora?	Dulces recuerdos
644n_2373	644n	Ferrer del Río, Antonio	Severa, magna, armónica, sencilla,	Al Monasterio del Escorial
645n_2374	645n	Quesada y Alonso, R.	Entre frailes y curas educado,	El sacristán
646n_2375	646n	Velilla, José de	Con lágrimas ardientes, niña mía,	Ecos
646n_2376	646n	Velilla, José de	Sé que fuiste infeliz como ninguna:	A la memoria de la inspirada poetisa Concepción de Estevanera
647n_2377	647n	Monte, Ricardo del	El jardín de Verona, el balconaje	Vida del arte
647n_2378	647n	Monte, Ricardo del	De siglo en siglo el lastimero grito	Comentando a Argensola
647n_2379	647n	Monte, Ricardo del	Sobre la yerba del jardín lozana	Edén perdido
647n_2380_01	647n	Monte, Ricardo del	La reina de los frívolos antojos	Cleopatra y Marco Antonio – I
647n_2380_02	647n	Monte, Ricardo del	Clama Antonio: ¡No más! -Cleopatra ansía	Cleopatra y Marco Antonio – II
647n_2381_01	647n	Monte, Ricardo del	Lleva en la mano un arpa laureada	Mi barquera – I
647n_2381_02	647n	Monte, Ricardo del	Serenamente la barquilla mía	Mi barquera – II
647n_2382	647n	Monte, Ricardo del	¡Sí! vive aún; y escuálido campea	Don Quijote
647n_2383	647n	Monte, Ricardo del	¿Tú también vivo, Sancho, el escudero	Sancho
647n_2384	647n	Monte, Ricardo del	¡Pueblos, en ambos mundos moradores,	El habla de Cervantes
647n_2385	647n	Monte, Ricardo del	Planta en la cumbre el pie Desvanecido	Vasco Núñez de Balboa
647n_2386_01	647n	Monte, Ricardo del	¡No más, no más! Por la inocencia mía	Safo – I
647n_2386_02	647n	Monte, Ricardo del	¡Vanos mi ruegos y mi lloro han sido!	Safo – II
647n_2387	647n	Monte, Ricardo del	Rompe el botón su cáliz de esmeralda	En el baile
647n_2388	647n	Monte, Ricardo del	Cesó el combate; el triunfo del guerrero	Cervantes y don Juan de Austria
647n_2389	647n	Monte, Ricardo del	Me entristezco riéndome, y demando:	La idea de Cervantes
647n_2390	647n	Monte, Ricardo del	Luchó con su infortunio; en el combate,	El alma de Cervantes
647n_2391	647n	Monte, Ricardo del	En tu panteón levántate, y despierto,	El centenario en América
647n_2392	647n	Monte, Ricardo del	Prestó a tus huesos mísero hospedaje	Cuba a Cervantes
647n_2393	647n	Monte, Ricardo del	Un arpa altisonante con maestra	Mi ofrenda
647n_2394	647n	Monte, Ricardo del	¿Creíste que eran almas las estrellas,	Orfandad
648n_2395	648n	Zaldívar, Ignacio	Libre soy; mas dichoso cambiaría	Samaritana
649n_2396	649n	Marqués de Cabriñana	Y miras a Jesús, Virgen María!	A Nuestra Señora de los Dolores
650n_2397	650n	Balmaseda, Joaquín A. G.	No os busqué me buscasteis y en mi pecho	A mis alegrías
651n_2398	651n	López Guijarro, Salvador	Si no ha mentido mi esperanza loca;	No temas
652n_2399	652n	Fernández Vanga, S.	¡Treinta años! Las nubes en el cielo	Hacia la sima
652n_2400	652n	Fernández Vanga, S.	¿Es ave esa mujer, o flor o estrella?	Sevillana
653n_2401	653n	Castillo, Aurelia	¡La Bandera en el Morro! ¿No es un sueño?	¡Victoriosa!
654n_2402	654n	Paso y Cano, Manuel	Te llaman la miseria y los pesares,	A Cristo
655n_2403	655n	Fábrega, Octavio	¡Ah, si borrar pudieras la clámide sombría!	La estrella
656n_2404_01	656n	Pompa, Elías Calisto	Es puerta de la luz un libro abierto:	Estudia, trabaja, descansa – Estudia
656n_2404_02	656n	Pompa, Elías Calisto	Trabaja, joven, sin cesar trabaja;	Estudia, trabaja, descansa – Trabaja
656n_2404_03	656n	Pompa, Elías Calisto	Ya es blanca tu cabeza, pobre anciano;	Estudia, trabaja, descansa – Descansa
657n_2405	657n	Bermúdez, Federico	¡Con ímpetu febril se alzó una mano	Ni a Bruto ni a Casca
658n_2406	658n	Aguilar y Tejera, Agustín	Flor de catorce pétalos reidores,	A una muy alta dama que pidió un soneto al poeta
659n_2407	659n	González Olmedilla, Juan	Extraña adarga en la panoplia vieja,	El chambergo
660n_2408	660n	Pérez, Manuel María	Por algún accidente no pensado	El amor reconciliado
661n_2409	661n	Camprodón y Lafont, Francisco	Así que el primer hombre hubo pecado,	Soneto
662n_2410	662n	Zenea, Juan Clemente	Dejó un arcángel las celestes salas	El lunar
662n_2411	662n	Zenea, Juan Clemente	¡Dichoso el hombre que, sensible y tierno,	Soneto
662n_2412	662n	Zenea, Juan Clemente	Lloraba al verse sola y sin fortuna	La lágrima
663n_2413	663n	Rodríguez Pinilla, Cándido	Trono del crimen; del terror asiento;	El cadalso
664n_2414	664n	Chaverri, Graciliano	Todo en ti me enamora y me fascina:	Tus ojos
665n_2415	665n	Cano, Carlos	Como la perla que esmaltó el rocío	Consuelo
666n_2416	666n	Jiménez, Lamar	Es un atardecer brumoso y frío	Cuando muere el día
666n_2417	666n	Jiménez, Lamar	De forma grácil, de estructura fina,	La palma
666n_2418	666n	Jiménez, Lamar	Por tierra extraña con el alma rota,	Hospitalidad
667n_2419	667n	Barrantes, Pedro	Miradle siempre en su modesta estancia,	El maestro de escuela
667n_2420	667n	Barrantes, Pedro	Por bosques tapizados de verdura	En el sueño
668n_2421	668n	Fernández Baeza, Pascual	Débil raudal, que tímido marchando	La vida del hombre
669n_2422	669n	Gabriel y Ramírez, Alejandro de	Escribir un soneto en media hora	Un soneto más
670n_2423	670n	González Prada, Manuel	Tuyo es el blondo, undívago cabello,	A I...
670n_2424	670n	González Prada, Manuel	Si eres, Amor, un bien del alto cielo,	El amor
